"Activity" "Subject" "Mean"
"WALKING" 30 -0.349575139430303
"WALKING" 30 -0.347373805047094
"WALKING" 30 -0.34365861751344
"WALKING" 30 -0.342450982109465
"WALKING" 30 -0.339027774028111
"WALKING" 30 -0.338988677243583
"WALKING" 30 -0.338038005212068
"WALKING" 30 -0.337568974476649
"WALKING" 30 -0.335432228076453
"WALKING" 30 -0.335201311422995
"WALKING" 30 -0.331175407069144
"WALKING" 30 -0.327835779605169
"WALKING" 30 -0.325604748082549
"WALKING" 30 -0.315610165155241
"WALKING" 30 -0.315362794450927
"WALKING" 30 -0.315128169979162
"WALKING" 30 -0.311658949857398
"WALKING_UPSTAIRS" 1 -0.452109281001426
"WALKING_UPSTAIRS" 1 -0.450282820124777
"WALKING_UPSTAIRS" 1 -0.440213136544563
"WALKING_UPSTAIRS" 1 -0.434402810309447
"WALKING_UPSTAIRS" 1 -0.433140853583422
"WALKING_UPSTAIRS" 1 -0.429206523387701
"WALKING_UPSTAIRS" 1 -0.426745215417112
"WALKING_UPSTAIRS" 1 -0.426543226447772
"WALKING_UPSTAIRS" 1 -0.426081073997326
"WALKING_UPSTAIRS" 1 -0.425222517622121
"WALKING_UPSTAIRS" 1 -0.425139530605615
"WALKING_UPSTAIRS" 1 -0.422460407929234
"WALKING_UPSTAIRS" 1 -0.420647933312834
"WALKING_UPSTAIRS" 1 -0.419521982631194
"WALKING_UPSTAIRS" 1 -0.418098341882068
"WALKING_UPSTAIRS" 1 -0.414945052816756
"WALKING_UPSTAIRS" 1 -0.414162597054724
"WALKING_UPSTAIRS" 1 -0.413105474502674
"WALKING_UPSTAIRS" 1 -0.412749380813369
"WALKING_UPSTAIRS" 1 -0.412121767498752
"WALKING_UPSTAIRS" 1 -0.411608695958324
"WALKING_UPSTAIRS" 1 -0.408316749521693
"WALKING_UPSTAIRS" 1 -0.407129555193761
"WALKING_UPSTAIRS" 1 -0.4065353547959
"WALKING_UPSTAIRS" 1 -0.406510593090731
"WALKING_UPSTAIRS" 1 -0.406484250869875
"WALKING_UPSTAIRS" 1 -0.406128790024724
"WALKING_UPSTAIRS" 1 -0.405909181138859
"WALKING_UPSTAIRS" 1 -0.405577391498396
"WALKING_UPSTAIRS" 1 -0.404611142277701
"WALKING_UPSTAIRS" 1 -0.404542899486631
"WALKING_UPSTAIRS" 1 -0.404038610680749
"WALKING_UPSTAIRS" 1 -0.403057873053476
"WALKING_UPSTAIRS" 1 -0.402744410549554
"WALKING_UPSTAIRS" 1 -0.399493139717807
"WALKING_UPSTAIRS" 1 -0.394412828957041
"WALKING_UPSTAIRS" 1 -0.394367031822282
"WALKING_UPSTAIRS" 1 -0.394189854372586
"WALKING_UPSTAIRS" 1 -0.394069809623886
"WALKING_UPSTAIRS" 1 -0.393959422484617
"WALKING_UPSTAIRS" 1 -0.392443222808021
"WALKING_UPSTAIRS" 1 -0.391210732036364
"WALKING_UPSTAIRS" 1 -0.390883635586453
"WALKING_UPSTAIRS" 1 -0.388642399177005
"WALKING_UPSTAIRS" 1 -0.388451085786096
"WALKING_UPSTAIRS" 1 -0.387516122583957
"WALKING_UPSTAIRS" 1 -0.387492214384314
"WALKING_UPSTAIRS" 1 -0.387398101309091
"WALKING_UPSTAIRS" 1 -0.385133888930303
"WALKING_UPSTAIRS" 1 -0.383811778479501
"WALKING_UPSTAIRS" 1 -0.379820745393761
"WALKING_UPSTAIRS" 1 -0.377399686999822
"WALKING_UPSTAIRS" 1 -0.360029635660784
"WALKING_UPSTAIRS" 2 -0.412428317236364
"WALKING_UPSTAIRS" 2 -0.406459852535651
"WALKING_UPSTAIRS" 2 -0.406314750846881
"WALKING_UPSTAIRS" 2 -0.396458788155258
"WALKING_UPSTAIRS" 2 -0.394371364357932
"WALKING_UPSTAIRS" 2 -0.391818917239091
"WALKING_UPSTAIRS" 2 -0.391669297190018
"WALKING_UPSTAIRS" 2 -0.386104489037968
"WALKING_UPSTAIRS" 2 -0.384738259648039
"WALKING_UPSTAIRS" 2 -0.381905944120677
"WALKING_UPSTAIRS" 2 -0.38153445751426
"WALKING_UPSTAIRS" 2 -0.380642110191105
"WALKING_UPSTAIRS" 2 -0.3803866869082
"WALKING_UPSTAIRS" 2 -0.3791243499518
"WALKING_UPSTAIRS" 2 -0.37899212069893
"WALKING_UPSTAIRS" 2 -0.37883209565246
"WALKING_UPSTAIRS" 2 -0.377992091747059
"WALKING_UPSTAIRS" 2 -0.37478136383779
"WALKING_UPSTAIRS" 2 -0.371718096972852
"WALKING_UPSTAIRS" 2 -0.370631038774866
"WALKING_UPSTAIRS" 2 -0.367466552662692
"WALKING_UPSTAIRS" 2 -0.367168545500713
"WALKING_UPSTAIRS" 2 -0.365604606933155
"WALKING_UPSTAIRS" 2 -0.365519003518895
"WALKING_UPSTAIRS" 2 -0.364390520081501
"WALKING_UPSTAIRS" 2 -0.362212758923529
"WALKING_UPSTAIRS" 2 -0.361389609866756
"WALKING_UPSTAIRS" 2 -0.358959221981105
"WALKING_UPSTAIRS" 2 -0.35774669833943
"WALKING_UPSTAIRS" 2 -0.35718267473369
"WALKING_UPSTAIRS" 2 -0.356882599897929
"WALKING_UPSTAIRS" 2 -0.355542936258021
"WALKING_UPSTAIRS" 2 -0.355096635057066
"WALKING_UPSTAIRS" 2 -0.354842614277005
"WALKING_UPSTAIRS" 2 -0.354822731200463
"WALKING_UPSTAIRS" 2 -0.354242610046346
"WALKING_UPSTAIRS" 2 -0.348885245119287
"WALKING_UPSTAIRS" 2 -0.340446018459305
"WALKING_UPSTAIRS" 2 -0.339939590899822
"WALKING_UPSTAIRS" 2 -0.339851002260606
"WALKING_UPSTAIRS" 2 -0.339196910249376
"WALKING_UPSTAIRS" 2 -0.337512661708913
"WALKING_UPSTAIRS" 2 -0.337244954115615
"WALKING_UPSTAIRS" 2 -0.327333242165419
"WALKING_UPSTAIRS" 2 -0.326138365248093
"WALKING_UPSTAIRS" 2 -0.323792397059715
"WALKING_UPSTAIRS" 2 -0.317168941227201
"WALKING_UPSTAIRS" 2 -0.307714604532977
"WALKING_UPSTAIRS" 3 -0.48242546061426
"WALKING_UPSTAIRS" 3 -0.475955500567558
"WALKING_UPSTAIRS" 3 -0.473598028038963
"WALKING_UPSTAIRS" 3 -0.467049105609626
"WALKING_UPSTAIRS" 3 -0.466610835279287
"WALKING_UPSTAIRS" 3 -0.466255070191979
"WALKING_UPSTAIRS" 3 -0.465865245967736
"WALKING_UPSTAIRS" 3 -0.457660749558824
"WALKING_UPSTAIRS" 3 -0.457555941118538
"WALKING_UPSTAIRS" 3 -0.449641154553387
"WALKING_UPSTAIRS" 3 -0.447610011951872
"WALKING_UPSTAIRS" 3 -0.446647215804688
"WALKING_UPSTAIRS" 3 -0.442046483093939
"WALKING_UPSTAIRS" 3 -0.441842847322977
"WALKING_UPSTAIRS" 3 -0.441806258467201
"WALKING_UPSTAIRS" 3 -0.439525495104635
"WALKING_UPSTAIRS" 3 -0.437748281683422
"WALKING_UPSTAIRS" 3 -0.435936950145455
"WALKING_UPSTAIRS" 3 -0.435487703558467
"WALKING_UPSTAIRS" 3 -0.431289612430303
"WALKING_UPSTAIRS" 3 -0.430154689600891
"WALKING_UPSTAIRS" 3 -0.429189956606595
"WALKING_UPSTAIRS" 3 -0.429062953304635
"WALKING_UPSTAIRS" 3 -0.428730989629768
"WALKING_UPSTAIRS" 3 -0.428430323933868
"WALKING_UPSTAIRS" 3 -0.425345950563102
"WALKING_UPSTAIRS" 3 -0.424797357392086
"WALKING_UPSTAIRS" 3 -0.422313556751408
"WALKING_UPSTAIRS" 3 -0.422110606465062
"WALKING_UPSTAIRS" 3 -0.420430273420321
"WALKING_UPSTAIRS" 3 -0.41908563280975
"WALKING_UPSTAIRS" 3 -0.419058986107683
"WALKING_UPSTAIRS" 3 -0.417922430078788
"WALKING_UPSTAIRS" 3 -0.41777736641533
"WALKING_UPSTAIRS" 3 -0.417592657840891
"WALKING_UPSTAIRS" 3 -0.415987338768627
"WALKING_UPSTAIRS" 3 -0.414672492535116
"WALKING_UPSTAIRS" 3 -0.41408990593672
"WALKING_UPSTAIRS" 3 -0.410381908942781
"WALKING_UPSTAIRS" 3 -0.410095248463815
"WALKING_UPSTAIRS" 3 -0.409912430822816
"WALKING_UPSTAIRS" 3 -0.409340055911408
"WALKING_UPSTAIRS" 3 -0.409245633610339
"WALKING_UPSTAIRS" 3 -0.406285334454848
"WALKING_UPSTAIRS" 3 -0.405939434540339
"WALKING_UPSTAIRS" 3 -0.405149974259964
"WALKING_UPSTAIRS" 3 -0.402221643832086
"WALKING_UPSTAIRS" 3 -0.40202955031836
"WALKING_UPSTAIRS" 3 -0.401669591372549
"WALKING_UPSTAIRS" 3 -0.4004359531082
"WALKING_UPSTAIRS" 3 -0.400068272120321
"WALKING_UPSTAIRS" 3 -0.397891305950446
"WALKING_UPSTAIRS" 3 -0.396627443268324
"WALKING_UPSTAIRS" 3 -0.392449895770927
"WALKING_UPSTAIRS" 3 -0.390552728143137
"WALKING_UPSTAIRS" 3 -0.389833814734403
"WALKING_UPSTAIRS" 3 -0.380309458960963
"WALKING_UPSTAIRS" 3 -0.377184220202317
"WALKING_UPSTAIRS" 3 -0.375270318845668
"WALKING_UPSTAIRS" 4 -0.473574368379857
"WALKING_UPSTAIRS" 4 -0.463943315840285
"WALKING_UPSTAIRS" 4 -0.461326130229768
"WALKING_UPSTAIRS" 4 -0.460690546991087
"WALKING_UPSTAIRS" 4 -0.458740740256863
"WALKING_UPSTAIRS" 4 -0.453095306298039
"WALKING_UPSTAIRS" 4 -0.452757152006239
"WALKING_UPSTAIRS" 4 -0.451722415513725
"WALKING_UPSTAIRS" 4 -0.45011861409287
"WALKING_UPSTAIRS" 4 -0.448845772223373
"WALKING_UPSTAIRS" 4 -0.447858916457932
"WALKING_UPSTAIRS" 4 -0.439204939899109
"WALKING_UPSTAIRS" 4 -0.437500170518984
"WALKING_UPSTAIRS" 4 -0.436194811055355
"WALKING_UPSTAIRS" 4 -0.425096088167558
"WALKING_UPSTAIRS" 4 -0.424747494013904
"WALKING_UPSTAIRS" 4 -0.422763073847237
"WALKING_UPSTAIRS" 4 -0.418953489669376
"WALKING_UPSTAIRS" 4 -0.418067424355793
"WALKING_UPSTAIRS" 4 -0.417897957111408
"WALKING_UPSTAIRS" 4 -0.416889932642184
"WALKING_UPSTAIRS" 4 -0.416583988618538
"WALKING_UPSTAIRS" 4 -0.416249799435258
"WALKING_UPSTAIRS" 4 -0.415689460206061
"WALKING_UPSTAIRS" 4 -0.414864206912299
"WALKING_UPSTAIRS" 4 -0.413718883012656
"WALKING_UPSTAIRS" 4 -0.411959545989323
"WALKING_UPSTAIRS" 4 -0.41148423766221
"WALKING_UPSTAIRS" 4 -0.411483008540642
"WALKING_UPSTAIRS" 4 -0.41103804475508
"WALKING_UPSTAIRS" 4 -0.40269114543975
"WALKING_UPSTAIRS" 4 -0.401722383493565
"WALKING_UPSTAIRS" 4 -0.401612537239572
"WALKING_UPSTAIRS" 4 -0.401211724509447
"WALKING_UPSTAIRS" 4 -0.39889269777861
"WALKING_UPSTAIRS" 4 -0.397605832985918
"WALKING_UPSTAIRS" 4 -0.397589407980196
"WALKING_UPSTAIRS" 4 -0.397547004789305
"WALKING_UPSTAIRS" 4 -0.396758687978093
"WALKING_UPSTAIRS" 4 -0.394982148120168
"WALKING_UPSTAIRS" 4 -0.394387988726203
"WALKING_UPSTAIRS" 4 -0.392174001780267
"WALKING_UPSTAIRS" 4 -0.39127641646738
"WALKING_UPSTAIRS" 4 -0.388513624435544
"WALKING_UPSTAIRS" 4 -0.386279061844385
"WALKING_UPSTAIRS" 4 -0.384376117197594
"WALKING_UPSTAIRS" 4 -0.383860513925668
"WALKING_UPSTAIRS" 4 -0.383132153772638
"WALKING_UPSTAIRS" 4 -0.380615482574332
"WALKING_UPSTAIRS" 4 -0.37626702234246
"WALKING_UPSTAIRS" 4 -0.371208211399287
"WALKING_UPSTAIRS" 4 -0.367775472563526
"WALKING_UPSTAIRS" 5 -0.407092995628521
"WALKING_UPSTAIRS" 5 -0.393781756796381
"WALKING_UPSTAIRS" 5 -0.389922849668449
"WALKING_UPSTAIRS" 5 -0.389737478123137
"WALKING_UPSTAIRS" 5 -0.387688325610891
"WALKING_UPSTAIRS" 5 -0.385854902544563
"WALKING_UPSTAIRS" 5 -0.383623807231462
"WALKING_UPSTAIRS" 5 -0.379725435215865
"WALKING_UPSTAIRS" 5 -0.377955067461465
"WALKING_UPSTAIRS" 5 -0.375775886180695
"WALKING_UPSTAIRS" 5 -0.373285430252228
"WALKING_UPSTAIRS" 5 -0.371647498273262
"WALKING_UPSTAIRS" 5 -0.371030183834046
"WALKING_UPSTAIRS" 5 -0.365774339482497
"WALKING_UPSTAIRS" 5 -0.365178868489661
"WALKING_UPSTAIRS" 5 -0.364671310050446
"WALKING_UPSTAIRS" 5 -0.3616235883359
"WALKING_UPSTAIRS" 5 -0.358612026942424
"WALKING_UPSTAIRS" 5 -0.358388599515686
"WALKING_UPSTAIRS" 5 -0.357824970296435
"WALKING_UPSTAIRS" 5 -0.357498676356187
"WALKING_UPSTAIRS" 5 -0.355810539688948
"WALKING_UPSTAIRS" 5 -0.353413604863886
"WALKING_UPSTAIRS" 5 -0.35214383798959
"WALKING_UPSTAIRS" 5 -0.350144356507235
"WALKING_UPSTAIRS" 5 -0.349299186148841
"WALKING_UPSTAIRS" 5 -0.34915869250759
"WALKING_UPSTAIRS" 5 -0.349062490356631
"WALKING_UPSTAIRS" 5 -0.347941759088948
"WALKING_UPSTAIRS" 5 -0.347638563708378
"WALKING_UPSTAIRS" 5 -0.346529059545989
"WALKING_UPSTAIRS" 5 -0.345870597086631
"WALKING_UPSTAIRS" 5 -0.344708346962816
"WALKING_UPSTAIRS" 5 -0.342588408428467
"WALKING_UPSTAIRS" 5 -0.342492625193939
"WALKING_UPSTAIRS" 5 -0.342224021483957
"WALKING_UPSTAIRS" 5 -0.340751358727201
"WALKING_UPSTAIRS" 5 -0.340074743571301
"WALKING_UPSTAIRS" 5 -0.339367864027273
"WALKING_UPSTAIRS" 5 -0.338863027368021
"WALKING_UPSTAIRS" 5 -0.333528198031889
"WALKING_UPSTAIRS" 5 -0.331316672885169
"WALKING_UPSTAIRS" 5 -0.328298089500463
"WALKING_UPSTAIRS" 5 -0.32659164674385
"WALKING_UPSTAIRS" 5 -0.32644930409893
"WALKING_UPSTAIRS" 5 -0.324131977892513
"WALKING_UPSTAIRS" 5 -0.323519881660196
"WALKING_UPSTAIRS" 6 -0.400745242008235
"WALKING_UPSTAIRS" 6 -0.394351770408556
"WALKING_UPSTAIRS" 6 -0.39390054712139
"WALKING_UPSTAIRS" 6 -0.38648233857852
"WALKING_UPSTAIRS" 6 -0.385588416477904
"WALKING_UPSTAIRS" 6 -0.383226189108734
"WALKING_UPSTAIRS" 6 -0.378919185086132
"WALKING_UPSTAIRS" 6 -0.374217716921925
"WALKING_UPSTAIRS" 6 -0.374049485972816
"WALKING_UPSTAIRS" 6 -0.369985412357932
"WALKING_UPSTAIRS" 6 -0.363843334104474
"WALKING_UPSTAIRS" 6 -0.36217021508369
"WALKING_UPSTAIRS" 6 -0.361303291618324
"WALKING_UPSTAIRS" 6 -0.361101846578075
"WALKING_UPSTAIRS" 6 -0.360628766683244
"WALKING_UPSTAIRS" 6 -0.359633909851676
"WALKING_UPSTAIRS" 6 -0.358008215819537
"WALKING_UPSTAIRS" 6 -0.357207725288984
"WALKING_UPSTAIRS" 6 -0.356806673732977
"WALKING_UPSTAIRS" 6 -0.351465677203922
"WALKING_UPSTAIRS" 6 -0.351141828836185
"WALKING_UPSTAIRS" 6 -0.345032607316934
"WALKING_UPSTAIRS" 6 -0.342340904837433
"WALKING_UPSTAIRS" 6 -0.342020442828342
"WALKING_UPSTAIRS" 6 -0.34068045055697
"WALKING_UPSTAIRS" 6 -0.337500460057219
"WALKING_UPSTAIRS" 6 -0.335690363945989
"WALKING_UPSTAIRS" 6 -0.333750045743316
"WALKING_UPSTAIRS" 6 -0.333716076224064
"WALKING_UPSTAIRS" 6 -0.329945290905526
"WALKING_UPSTAIRS" 6 -0.323792485574866
"WALKING_UPSTAIRS" 6 -0.314923807113583
"WALKING_UPSTAIRS" 6 -0.313152476969733
"WALKING_UPSTAIRS" 6 -0.312676595896595
"WALKING_UPSTAIRS" 6 -0.311228340229715
"WALKING_UPSTAIRS" 6 -0.310320141967522
"WALKING_UPSTAIRS" 6 -0.303812294182692
"WALKING_UPSTAIRS" 6 -0.302254854945098
"WALKING_UPSTAIRS" 6 -0.299013090619786
"WALKING_UPSTAIRS" 6 -0.298808373895045
"WALKING_UPSTAIRS" 6 -0.297682284873797
"WALKING_UPSTAIRS" 6 -0.28251224867508
"WALKING_UPSTAIRS" 6 -0.275356880751515
"WALKING_UPSTAIRS" 6 -0.274587300568806
"WALKING_UPSTAIRS" 6 -0.271694425389223
"WALKING_UPSTAIRS" 6 -0.269130266070838
"WALKING_UPSTAIRS" 6 -0.265029362087629
"WALKING_UPSTAIRS" 6 -0.263247785756506
"WALKING_UPSTAIRS" 6 -0.259261780133512
"WALKING_UPSTAIRS" 6 -0.251280594889661
"WALKING_UPSTAIRS" 6 -0.237539524744884
"WALKING_UPSTAIRS" 7 -0.464115041956506
"WALKING_UPSTAIRS" 7 -0.463652099549733
"WALKING_UPSTAIRS" 7 -0.46331622271943
"WALKING_UPSTAIRS" 7 -0.45964614195918
"WALKING_UPSTAIRS" 7 -0.456543804128521
"WALKING_UPSTAIRS" 7 -0.448765831818717
"WALKING_UPSTAIRS" 7 -0.445417363137255
"WALKING_UPSTAIRS" 7 -0.444288581841889
"WALKING_UPSTAIRS" 7 -0.444090712646168
"WALKING_UPSTAIRS" 7 -0.443788554514973
"WALKING_UPSTAIRS" 7 -0.44362124868016
"WALKING_UPSTAIRS" 7 -0.442432026598538
"WALKING_UPSTAIRS" 7 -0.439207364234011
"WALKING_UPSTAIRS" 7 -0.439118899895187
"WALKING_UPSTAIRS" 7 -0.437852129262923
"WALKING_UPSTAIRS" 7 -0.437658889823173
"WALKING_UPSTAIRS" 7 -0.435795934598075
"WALKING_UPSTAIRS" 7 -0.434443478280749
"WALKING_UPSTAIRS" 7 -0.432696533410517
"WALKING_UPSTAIRS" 7 -0.432059636721212
"WALKING_UPSTAIRS" 7 -0.431344343339037
"WALKING_UPSTAIRS" 7 -0.431198523495009
"WALKING_UPSTAIRS" 7 -0.429042996724726
"WALKING_UPSTAIRS" 7 -0.428943460907112
"WALKING_UPSTAIRS" 7 -0.428786483074866
"WALKING_UPSTAIRS" 7 -0.428666095334759
"WALKING_UPSTAIRS" 7 -0.428191973649554
"WALKING_UPSTAIRS" 7 -0.428054204090446
"WALKING_UPSTAIRS" 7 -0.427200409375579
"WALKING_UPSTAIRS" 7 -0.426810100859002
"WALKING_UPSTAIRS" 7 -0.426188741834492
"WALKING_UPSTAIRS" 7 -0.425855789226203
"WALKING_UPSTAIRS" 7 -0.425699431736809
"WALKING_UPSTAIRS" 7 -0.425195144351693
"WALKING_UPSTAIRS" 7 -0.423746535602496
"WALKING_UPSTAIRS" 7 -0.421360304127843
"WALKING_UPSTAIRS" 7 -0.418891486574153
"WALKING_UPSTAIRS" 7 -0.416527568559358
"WALKING_UPSTAIRS" 7 -0.416298883682888
"WALKING_UPSTAIRS" 7 -0.414742792665419
"WALKING_UPSTAIRS" 7 -0.413176274575223
"WALKING_UPSTAIRS" 7 -0.412477403488592
"WALKING_UPSTAIRS" 7 -0.41061499944902
"WALKING_UPSTAIRS" 7 -0.408980884219251
"WALKING_UPSTAIRS" 7 -0.398454632977184
"WALKING_UPSTAIRS" 7 -0.397680069278378
"WALKING_UPSTAIRS" 7 -0.393273308801248
"WALKING_UPSTAIRS" 7 -0.392818275188948
"WALKING_UPSTAIRS" 7 -0.390426439996078
"WALKING_UPSTAIRS" 7 -0.387237400517914
"WALKING_UPSTAIRS" 7 -0.381427502544563
"WALKING_UPSTAIRS" 8 -0.344370969868984
"WALKING_UPSTAIRS" 8 -0.333099170863636
"WALKING_UPSTAIRS" 8 -0.331512693147415
"WALKING_UPSTAIRS" 8 -0.328849183708378
"WALKING_UPSTAIRS" 8 -0.327614579195722
"WALKING_UPSTAIRS" 8 -0.327483796950102
"WALKING_UPSTAIRS" 8 -0.325681079995722
"WALKING_UPSTAIRS" 8 -0.324524931747237
"WALKING_UPSTAIRS" 8 -0.324485062509109
"WALKING_UPSTAIRS" 8 -0.321258181691266
"WALKING_UPSTAIRS" 8 -0.318037103533868
"WALKING_UPSTAIRS" 8 -0.309213765889269
"WALKING_UPSTAIRS" 8 -0.30914670865246
"WALKING_UPSTAIRS" 8 -0.308562562816756
"WALKING_UPSTAIRS" 8 -0.307686207327094
"WALKING_UPSTAIRS" 8 -0.304030729346702
"WALKING_UPSTAIRS" 8 -0.303368790752941
"WALKING_UPSTAIRS" 8 -0.301699077594617
"WALKING_UPSTAIRS" 8 -0.300931953194652
"WALKING_UPSTAIRS" 8 -0.300225370372189
"WALKING_UPSTAIRS" 8 -0.299250594201248
"WALKING_UPSTAIRS" 8 -0.296660097482709
"WALKING_UPSTAIRS" 8 -0.294116475397683
"WALKING_UPSTAIRS" 8 -0.292938892101069
"WALKING_UPSTAIRS" 8 -0.290832046126203
"WALKING_UPSTAIRS" 8 -0.290663474875223
"WALKING_UPSTAIRS" 8 -0.283250804055615
"WALKING_UPSTAIRS" 8 -0.283192956516988
"WALKING_UPSTAIRS" 8 -0.278287826524599
"WALKING_UPSTAIRS" 8 -0.276400905100178
"WALKING_UPSTAIRS" 8 -0.274493683334082
"WALKING_UPSTAIRS" 8 -0.272676970291872
"WALKING_UPSTAIRS" 8 -0.265727078166435
"WALKING_UPSTAIRS" 8 -0.262516753914973
"WALKING_UPSTAIRS" 8 -0.261097454864349
"WALKING_UPSTAIRS" 8 -0.259942055008378
"WALKING_UPSTAIRS" 8 -0.255283735586631
"WALKING_UPSTAIRS" 8 -0.254799137093048
"WALKING_UPSTAIRS" 8 -0.248824181116578
"WALKING_UPSTAIRS" 8 -0.224469498077326
"WALKING_UPSTAIRS" 8 -0.211283901927629
"WALKING_UPSTAIRS" 9 -0.499301205818717
"WALKING_UPSTAIRS" 9 -0.478775424359002
"WALKING_UPSTAIRS" 9 -0.475789086438146
"WALKING_UPSTAIRS" 9 -0.467207515934046
"WALKING_UPSTAIRS" 9 -0.453293478175615
"WALKING_UPSTAIRS" 9 -0.452581718141647
"WALKING_UPSTAIRS" 9 -0.452161512148841
"WALKING_UPSTAIRS" 9 -0.449237921911586
"WALKING_UPSTAIRS" 9 -0.448430379788093
"WALKING_UPSTAIRS" 9 -0.446081474016043
"WALKING_UPSTAIRS" 9 -0.445901968627629
"WALKING_UPSTAIRS" 9 -0.444874031936007
"WALKING_UPSTAIRS" 9 -0.444561550668984
"WALKING_UPSTAIRS" 9 -0.435409019318895
"WALKING_UPSTAIRS" 9 -0.434455740478431
"WALKING_UPSTAIRS" 9 -0.433712622317112
"WALKING_UPSTAIRS" 9 -0.433162578576471
"WALKING_UPSTAIRS" 9 -0.432974440230143
"WALKING_UPSTAIRS" 9 -0.429128215304599
"WALKING_UPSTAIRS" 9 -0.428874352904813
"WALKING_UPSTAIRS" 9 -0.428674133254545
"WALKING_UPSTAIRS" 9 -0.428098591067647
"WALKING_UPSTAIRS" 9 -0.427721101665597
"WALKING_UPSTAIRS" 9 -0.427410341020856
"WALKING_UPSTAIRS" 9 -0.426025291038503
"WALKING_UPSTAIRS" 9 -0.424770472468039
"WALKING_UPSTAIRS" 9 -0.424149289049733
"WALKING_UPSTAIRS" 9 -0.423986093756863
"WALKING_UPSTAIRS" 9 -0.422375632249554
"WALKING_UPSTAIRS" 9 -0.418883659876649
"WALKING_UPSTAIRS" 9 -0.417458103986824
"WALKING_UPSTAIRS" 9 -0.417036639803529
"WALKING_UPSTAIRS" 9 -0.41521664848959
"WALKING_UPSTAIRS" 9 -0.413969462695544
"WALKING_UPSTAIRS" 9 -0.410379597847237
"WALKING_UPSTAIRS" 9 -0.409772529685383
"WALKING_UPSTAIRS" 9 -0.409400574986275
"WALKING_UPSTAIRS" 9 -0.407809126024492
"WALKING_UPSTAIRS" 9 -0.406478812221747
"WALKING_UPSTAIRS" 9 -0.406445285669519
"WALKING_UPSTAIRS" 9 -0.404244630848307
"WALKING_UPSTAIRS" 9 -0.403191721640285
"WALKING_UPSTAIRS" 9 -0.402732151609982
"WALKING_UPSTAIRS" 9 -0.398853319578075
"WALKING_UPSTAIRS" 9 -0.397461371551337
"WALKING_UPSTAIRS" 9 -0.397357567110339
"WALKING_UPSTAIRS" 9 -0.393166364054886
"WALKING_UPSTAIRS" 9 -0.38904943149893
"WALKING_UPSTAIRS" 9 -0.388663981059002
"WALKING_UPSTAIRS" 10 -0.386564031436524
"WALKING_UPSTAIRS" 10 -0.379147363249447
"WALKING_UPSTAIRS" 10 -0.378249170453922
"WALKING_UPSTAIRS" 10 -0.377169751555882
"WALKING_UPSTAIRS" 10 -0.373454549509804
"WALKING_UPSTAIRS" 10 -0.372012774154189
"WALKING_UPSTAIRS" 10 -0.371935455543494
"WALKING_UPSTAIRS" 10 -0.371315581922282
"WALKING_UPSTAIRS" 10 -0.368092227733868
"WALKING_UPSTAIRS" 10 -0.367387774495187
"WALKING_UPSTAIRS" 10 -0.366965267343672
"WALKING_UPSTAIRS" 10 -0.366190343398312
"WALKING_UPSTAIRS" 10 -0.36476993174041
"WALKING_UPSTAIRS" 10 -0.361609062757219
"WALKING_UPSTAIRS" 10 -0.360742441184135
"WALKING_UPSTAIRS" 10 -0.360631050758645
"WALKING_UPSTAIRS" 10 -0.360018406063939
"WALKING_UPSTAIRS" 10 -0.359850332145098
"WALKING_UPSTAIRS" 10 -0.357547287836007
"WALKING_UPSTAIRS" 10 -0.355838715913726
"WALKING_UPSTAIRS" 10 -0.354169114013904
"WALKING_UPSTAIRS" 10 -0.352078803806061
"WALKING_UPSTAIRS" 10 -0.351174545007665
"WALKING_UPSTAIRS" 10 -0.351031517240285
"WALKING_UPSTAIRS" 10 -0.349613504253494
"WALKING_UPSTAIRS" 10 -0.341983995586137
"WALKING_UPSTAIRS" 10 -0.341064035445116
"WALKING_UPSTAIRS" 10 -0.338581152110695
"WALKING_UPSTAIRS" 10 -0.338041879214973
"WALKING_UPSTAIRS" 10 -0.33671489878631
"WALKING_UPSTAIRS" 10 -0.336144722213369
"WALKING_UPSTAIRS" 10 -0.33483571151533
"WALKING_UPSTAIRS" 10 -0.332849719615508
"WALKING_UPSTAIRS" 10 -0.331590950797861
"WALKING_UPSTAIRS" 10 -0.327655729267094
"WALKING_UPSTAIRS" 10 -0.327090517479144
"WALKING_UPSTAIRS" 10 -0.32359265307918
"WALKING_UPSTAIRS" 10 -0.321857979631822
"WALKING_UPSTAIRS" 10 -0.321764172390909
"WALKING_UPSTAIRS" 10 -0.32092524582975
"WALKING_UPSTAIRS" 10 -0.320105810761319
"WALKING_UPSTAIRS" 10 -0.318184933874332
"WALKING_UPSTAIRS" 10 -0.31814787270303
"WALKING_UPSTAIRS" 10 -0.317173080834046
"WALKING_UPSTAIRS" 10 -0.311429652117291
"WALKING_UPSTAIRS" 10 -0.284695673554902
"WALKING_UPSTAIRS" 10 -0.283682826435009
"WALKING_UPSTAIRS" 11 -0.457343236430695
"WALKING_UPSTAIRS" 11 -0.454334193960749
"WALKING_UPSTAIRS" 11 -0.454186781931907
"WALKING_UPSTAIRS" 11 -0.454029710729234
"WALKING_UPSTAIRS" 11 -0.453181842365775
"WALKING_UPSTAIRS" 11 -0.452130919118679
"WALKING_UPSTAIRS" 11 -0.451719149015508
"WALKING_UPSTAIRS" 11 -0.450133561603565
